model_size,method,step,n,seeds,live_accuracy_mean,live_accuracy_sd,live_format_mean,live_format_sd,non_live_accuracy_mean,non_live_accuracy_sd,non_live_format_mean,non_live_format_sd,multi_turn_accuracy_mean,multi_turn_accuracy_sd,multi_turn_format_mean,multi_turn_format_sd,average_accuracy_mean,average_accuracy_sd,average_format_mean,average_format_sd
1.5B,grpo,70,3,"0,2,5",64.02664692820133,0.6410254654214983,99.9013076733284,0.04273503102810562,77.375,1.0288798520721456,99.875,0.125,3.166666666666667,0.47324236215002297,26.068442350357255,1.901056656220762,48.189437864956,0.356882215975439,75.28158334122855,0.6877833125091132
1.5B,grpo,80,3,"0,2,5",65.06291635825315,0.4502414900294774,99.9013076733284,0.04273503102810562,77.54166666666667,0.311108010897248,99.90277777777779,0.10485881160098044,3.2916666666666665,0.2602082499332664,29.713423710926396,5.833626304364191,48.63208323052883,0.14090290960303192,76.50583638734419,1.9001459965296468
1.5B,grpo,90,3,"0,2,5",63.73056994818653,1.8593422186647615,99.82728842832469,0.08547006205620304,78.25,0.910728874766441,99.95833333333333,0.07216878364870322,2.9166666666666665,0.5636562191028616,33.022997117348524,3.851433445965063,48.29907887161773,0.9656942955018426,77.60287295966886,1.3257633080627915
1.5B,grpo,100,3,"0,2,5",64.15001233654084,0.4076662137147343,99.85196150999259,0.07401924500370427,78.25,0.6137883276106672,100.0,0.0,2.416666666666667,0.590726953281576,39.956720513841475,10.14162117914891,48.2722263344025,0.07955478064707648,79.93622734127803,3.3577535382459827
1.5B,gdpo,10,2,"0,1",55.810510732790526,3.6637657056297828,1.3323464100666174,0.10467902016085082,75.85416666666666,1.7088413878674933,2.25,0.0,1.4375,0.08838834764831845,0.6097271026402218,0.16420166666613548,44.367392466485725,1.8203318137152031,1.3973578375689464,0.019840882168428137
1.5B,gdpo,20,2,"0,1",63.804589193190225,0.6280741209651081,54.51517394522576,63.8018627880386,78.20833333333334,1.7972297355158116,55.239583333333336,61.70979804980099,2.625,1.0606601717798212,18.46049178446475,19.47905972720435,48.21264084217452,0.4548812282336961,42.738416354341275,48.33024018834797
1.5B,gdpo,30,2,"0,1",64.43375277572169,0.1570185302412783,99.8519615099926,0.20935804032170102,77.78125,0.692375389911821,99.91666666666666,0.11785113019776128,2.0,0.5303300858899106,36.07340521607672,0.7615536600317078,48.07166759190723,0.10635461142106457,78.61401113091199,0.14478149650408015
1.5B,gdpo,40,2,"0,1",65.02590673575129,1.3084877520106388,99.88897113249445,0.05233951008043279,78.6875,1.7972297355158016,99.9375,0.08838834764831845,2.25,0.7071067811865477,47.78461983160515,16.024260249091565,48.6544689119171,1.2709414229043292,82.53703032136653,5.353436362219817
1.5B,gdpo,50,2,"0,1",67.91265729089562,0.3663765705629793,99.96299037749816,0.052339510080422744,79.59375,0.19150808657136334,100.0,0.0,2.6875,0.9722718241315028,59.16750634756207,7.459191723921703,50.06463576363187,0.5100521604219468,86.37683224168674,2.5038437446673734
1.5B,gdpo,60,2,"0,1",68.20873427091044,0.36637657056296924,99.96299037749816,0.052339510080422744,79.84375,0.4272103469668758,100.0,0.0,3.4375,0.6187184335382288,64.27673094779078,16.724609238010274,50.49666142363681,0.4707684503560264,88.07990710842964,5.5923162493635665
1.5B,gdpo,70,2,"0,1",68.28275351591414,0.5757346108846803,99.96299037749816,0.052339510080422744,79.91666666666666,0.17677669529664694,99.9375,0.08838834764831845,4.375,1.5909902576697326,76.39928971609415,22.11358360585163,50.858140060860265,0.7811671879503513,92.0999266978641,7.418103821193458
1.5B,gdpo,80,2,"0,1",68.43079200592155,0.052339510080422744,99.96299037749816,0.052339510080422744,79.73958333333334,0.6334498248129454,99.9375,0.08838834764831845,4.0625,0.6187184335382294,82.43672963586707,11.584188063712324,50.74429177975162,0.012536039601902117,94.11240667112173,3.873412300426733
1.5B,gdpo,90,2,"0,1",68.9119170984456,0.7327531411259586,100.0,0.0,80.44791666666666,0.5155986946151943,100.0,0.0,5.0625,0.6187184335382291,83.87849778564626,8.44535089242437,51.47411125503742,0.6223567564264606,94.62616592854874,2.8151169641414535
1.5B,gdpo,100,2,"0,1",68.57883049592894,0.052339510080422744,99.96299037749816,0.052339510080422744,80.125,0.8838834764831844,100.0,0.0,4.75,1.4142135623730951,89.34094483138571,1.215940128742038,51.15127683197631,0.15933019193649597,96.43464506962795,0.38786687288720845
1.5B,dara,10,3,"0,1,2",50.77720207253886,1.5115157554894258,93.48630643967431,1.5666921161004266,71.97222222222221,0.8221471437193734,97.02777777777777,0.5853140973807102,1.8333333333333333,0.3145764348029479,28.91031771857776,0.5561845047266256,41.52758587603147,0.691819962878893,73.14146731200995,0.8897445309317547
1.5B,dara,20,3,"0,1,2",63.261781396496424,0.18627768160056588,99.9259807549963,0.07401924500370427,77.34027777777777,0.6916959498486647,99.875,0.125,1.4583333333333333,0.19094065395649334,34.64646223848093,0.361466549618631,47.35346416920251,0.1760830490462427,78.14914766449242,0.08785140209510593
1.5B,dara,30,3,"0,1,2",65.03824327658525,0.5251368530420135,99.9013076733284,0.11306626437098245,77.91666666666667,0.3958333333333241,99.95833333333333,0.07216878364870322,2.833333333333333,0.7107800878846656,58.77377213379422,6.9247194382046215,48.59608109219508,0.43098709254231315,86.21113771348531,2.2894826121121596
1.5B,dara,40,3,"0,1,2",66.27189735998027,0.6996026093638144,99.9506538366642,0.04273503102809742,78.54166666666667,0.1987373336285261,100.0,0.0,2.9583333333333335,0.5204164998665332,78.53968161423944,6.406091264876992,49.25729911999342,0.4065291000079012,92.83011181696789,2.1448704294144227
1.5B,dara,50,3,"0,1,2",67.03676289168517,0.7302565303206832,99.8766345916605,0.08547006205620304,79.65972222222221,0.23230178727330275,99.95833333333333,0.07216878364870322,4.291666666666667,0.07216878364870322,82.04526082633477,9.73881939099638,50.32938392685802,0.2991151041216123,93.96007625044287,3.2462901567754883
1.5B,dara,60,3,"0,1,2",68.36910930175179,0.8153324274294703,99.9753269183321,0.04273503102809742,79.84027777777777,0.21883265634151022,100.0,0.0,4.625,0.125,88.19050131339641,3.482923832453269,50.94479569317652,0.31637738396525233,96.05527607724284,1.1722546989413332
1.5B,dara,70,3,"0,1,2",68.83789785344189,0.195836514512551,100.0,0.0,79.88194444444444,0.43915032649340197,100.0,0.0,5.25,0.45069390943299864,90.67418796990714,4.861582633029678,51.32328076596212,0.35065692498483836,96.89139598996904,1.620527544343228
1.5B,dara,80,3,"0,1,2",68.6898593634345,0.3391987931129381,100.0,0.0,79.97916666666667,0.5428672591998124,100.0,0.0,4.666666666666667,0.4389855730355308,91.78651588452372,2.579243909601496,51.111897565589274,0.08281291286594142,97.2621719615079,0.8597479698671591
1.5B,dara,90,3,"0,1,2",68.2457438934123,0.5181347150259096,99.9506538366642,0.04273503102809742,80.79861111111111,0.3646329331340324,100.0,0.0,4.875,0.57282196186948,92.90036718505313,1.595127446035702,51.30645166817447,0.3145347874625593,97.61700700723911,0.5404287961065705
1.5B,dara,100,3,"0,1,2",68.54182087342708,0.6058736322629481,99.9259807549963,0.07401924500370427,80.58333333333333,0.9342536385324489,100.0,0.0,4.833333333333333,0.14433756729740643,92.80432868010068,2.4105323537623495,51.31949584669792,0.42714357132575786,97.576769811699,0.8198476851741646
1.5B,dvao,10,1,3,57.735011102886745,,0.07401924500370095,,77.75,,0.0,,1.875,,0.0,,45.786670367628915,,0.024673081667900318,
1.5B,dvao,20,1,3,65.72908956328646,,0.0,,78.8125,,0.0,,3.6249999999999996,,0.2785204542189836,,49.38886318776215,,0.09284015140632787,
1.5B,dvao,30,1,3,65.21095484826056,,4.885270170244263,,80.35416666666666,,7.75,,3.0,,2.2444056987026517,,49.521707171642404,,4.959891956315639,
1.5B,dvao,40,1,3,66.54330125832718,,99.7779422649889,,78.3125,,99.54166666666666,,2.25,,46.946269134824234,,49.03526708610906,,82.08862602215993,
1.5B,dvao,50,1,3,67.65358993338268,,99.48186528497409,,78.6875,,100.0,,2.125,,50.415194897402046,,49.48869664446089,,83.29902006079205,
1.5B,dvao,60,1,3,68.09770540340489,,99.85196150999259,,79.54166666666667,,100.0,,2.25,,57.03761163522083,,49.96312402335719,,85.62985771507114,
1.5B,dvao,70,1,3,68.02368615840119,,100.0,,80.14583333333334,,100.0,,3.875,,73.70088821728399,,50.68150649724485,,91.23362940576133,
1.5B,dvao,80,1,3,66.98741672834937,,99.9259807549963,,81.10416666666667,,100.0,,4.0,,80.18500761178409,,50.697194465005346,,93.37032945559346,
1.5B,dvao,90,1,3,65.58105107327906,,99.9259807549963,,80.0625,,100.0,,4.5,,83.17511824106819,,50.047850357759685,,94.36703299868816,
1.5B,dvao,100,1,3,63.06439674315322,,99.9259807549963,,77.16666666666667,,100.0,,4.5,,84.00431051854767,,48.243687803273296,,94.64343042451466,
