run_id,model_size,method,seed,step,validation_format,training_format,converged_at_this_step,in_existing_process_curve,bfcl_v4_average_accuracy,bfcl_v4_average_format,bfcl_v4_live_format,bfcl_v4_non_live_format,bfcl_v4_multi_turn_format
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,30,0.7375,0.4365234375,False,True,47.58600625051402,63.620177984304114,77.0540340488527,90.22916666666666,23.57733323739297
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,40,0.925,0.86669921875,True,True,47.36762377662637,74.94507160154413,99.9259807549963,99.72916666666667,25.180067382969433
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,50,0.925,0.84716796875,True,True,47.28845916604984,73.93602833510423,99.7039230199852,99.41666666666666,22.687495318660822
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,60,0.925,0.84912109375,True,True,47.55308310716342,74.99868204097612,99.6299037749815,99.79166666666667,25.5744756812802
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,70,0.925,0.8740234375,True,True,48.443113126079446,75.4730805586033,99.9259807549963,99.875,26.618260920813597
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,80,0.925,0.8818359375,True,True,48.7585533349782,74.43975244061618,99.9259807549963,100.0,23.3932765668522
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,90,0.9375,0.8525390625,True,True,48.561168681635,76.94724498438882,99.7779422649889,100.0,31.06379268817757
haotian_1p5b_grpo_s2_save10,1.5B,grpo,2,100,0.9375,0.87255859375,True,True,48.3621494366313,78.44438284773896,99.85196150999259,100.0,35.48118703322428
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,10,0.025,0.0068359375,False,True,39.294853606382105,1.140590731831017,1.924500370096225,0.9166666666666666,0.5806051587301587
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,20,0.025,0.00634765625,False,True,47.18936076157579,0.45859594253376634,0.8882309400444115,0.125,0.3625568875568876
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,30,0.05,0.029296875,False,True,47.27236512048688,4.285436117815166,4.219096965210955,4.833333333333333,3.803878054901211
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,40,0.9125,0.8046875,True,True,46.30888642158072,77.36281721702728,99.48186528497409,98.625,33.98158636610777
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,50,0.9125,0.8447265625,True,True,48.007412204951066,76.54162590370669,99.48186528497409,99.5625,30.580512426145972
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,60,0.925,0.87255859375,True,True,47.61394851550292,74.4503203162187,99.85196150999259,99.875,23.623999438663507
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,70,0.925,0.8837890625,True,True,47.78135023439427,74.51834503466614,99.85196150999259,99.75,23.953073594005833
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,80,0.9125,0.8828125,True,True,48.65749136442142,78.1784310574676,99.85196150999259,99.79166666666667,34.891664995743554
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,90,0.925,0.8740234375,True,True,47.22939283658195,76.73266260802012,99.7779422649889,99.875,30.54504555907146
haotian_1p5b_grpo_s5_save10,1.5B,grpo,5,100,0.925,0.89794921875,True,True,48.21100625051402,77.58290632090535,99.9259807549963,100.0,32.82273820771975
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,10,0.025,0.01416015625,False,True,43.0802234969981,1.4113874598949652,1.2583271650629164,2.25,0.7258352146219793
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,20,0.075,0.0654296875,False,True,48.53429044329303,8.563775780785821,9.400444115470021,11.604166666666666,4.686716560220775
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,30,0.9375,0.8623046875,True,True,47.99646352496094,78.71638710888037,99.7039230199852,99.83333333333333,36.61190497332258
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,40,0.9625,0.8857421875,True,True,47.75577761329057,78.75157916699025,99.9259807549963,99.875,36.45375674597447
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,50,0.975,0.93603515625,True,True,49.703974422238666,84.60634735080092,99.9259807549963,100.0,53.893061297406454
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,60,0.975,0.92041015625,True,True,50.16377786002138,84.12554236596495,99.9259807549963,100.0,52.450646342898544
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,70,0.975,0.93408203125,True,True,50.30577144502014,86.85453518235236,99.9259807549963,99.875,60.76262479206079
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,80,0.975,0.93603515625,True,True,50.73542746113989,91.37349056715861,100.0,99.875,74.24547170147582
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,90,0.975,0.94140625,True,True,51.034038572251006,92.63557763337104,100.0,100.0,77.90673290011313
haotian_1p5b_gdpo_s0_save10,1.5B,gdpo,0,100,0.975,0.93359375,True,True,51.03861337281026,96.70890836564412,99.9259807549963,100.0,90.20074434193606
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,10,0.025,0.02001953125,False,True,45.654561435973356,1.3833282152429276,1.4063656550703183,2.25,0.4936189906584644
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,20,0.925,0.80859375,True,True,47.89099124105601,76.91305692789673,99.6299037749815,98.875,32.23426700870873
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,30,0.925,0.87255859375,True,True,48.14687165885353,78.51163515294363,100.0,100.0,35.53490545883087
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,40,0.975,0.92578125,True,True,49.55316021054363,86.3224814757428,99.85196150999259,100.0,59.11548291723583
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,50,0.975,0.9248046875,True,True,50.42529710502508,88.14731713257255,100.0,100.0,64.44195139771767
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,60,0.975,0.935546875,True,True,50.82954498725224,92.03427185089434,100.0,100.0,76.10281555268303
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,70,0.975,0.927734375,True,True,51.41050867670038,97.34531821337583,100.0,100.0,92.0359546401275
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,80,0.975,0.923828125,True,True,50.75315609836335,96.85132277508487,99.9259807549963,100.0,90.62798757025831
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,90,0.975,0.9521484375,True,True,51.914183937823836,96.61675422372646,100.0,100.0,89.8502626711794
haotian_1p5b_gdpo_s1_save10,1.5B,gdpo,1,100,0.975,0.943359375,True,True,51.26394029114236,96.16038177361179,100.0,100.0,88.48114532083538
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,10,0.025,0.001953125,False,False,47.03821757545851,0.0,0.0,0.0,0.0
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,20,0.025,0.0068359375,False,False,48.427019080516494,0.0,0.0,0.0,0.0
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,30,0.0375,0.01953125,False,False,48.79580968829673,0.14545628573782599,0.0,0.0,0.43636885721347796
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,40,0.0625,0.0244140625,False,False,49.27464738054116,0.6644702959022967,0.0,0.0,1.99341088770689
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,50,0.075,0.0341796875,False,False,49.08347211941771,1.4053702959542218,0.0,0.0,4.216110887862666
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,60,0.0875,0.06689453125,False,False,49.890168805000414,4.686791324900188,0.07401924500370095,0.0,13.986354729696862
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,70,0.075,0.0771484375,False,False,49.467457233325106,7.214587730155199,0.07401924500370095,0.0,21.569743945461894
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,80,0.0875,0.07177734375,False,False,50.302260671107824,9.362603835257016,0.0,0.0,28.08781150577105
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,90,0.0875,0.09619140625,False,False,50.18330557611645,15.387996653559476,0.07401924500370095,0.0,46.08997071567473
haotian_1p5b_gdpo_s5_save10,1.5B,gdpo,5,100,0.0875,0.0859375,False,False,50.043846122214,21.030393089902173,0.8882309400444115,0.125,62.0779483296621
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,10,0.025,0.00341796875,False,True,45.786670367628915,0.024673081667900318,0.07401924500370095,0.0,0.0
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,20,0.0375,0.0107421875,False,True,49.38886318776215,0.09284015140632787,0.0,0.0,0.2785204542189836
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,30,0.1125,0.08251953125,False,True,49.521707171642404,4.959891956315639,4.885270170244263,7.75,2.2444056987026517
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,40,0.95,0.873046875,True,True,49.03526708610906,82.08862602215993,99.7779422649889,99.54166666666666,46.946269134824234
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,50,0.95,0.890625,True,True,49.48869664446089,83.29902006079205,99.48186528497409,100.0,50.415194897402046
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,60,0.975,0.89794921875,True,True,49.96312402335719,85.62985771507114,99.85196150999259,100.0,57.03761163522083
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,70,0.9625,0.93701171875,True,True,50.68150649724485,91.23362940576133,100.0,100.0,73.70088821728399
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,80,0.975,0.921875,True,True,50.697194465005346,93.37032945559346,99.9259807549963,100.0,80.18500761178409
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,90,0.975,0.9619140625,True,True,50.047850357759685,94.36703299868816,99.9259807549963,100.0,83.17511824106819
haotian_1p5b_dvao_s3_save10,1.5B,dvao,3,100,0.975,0.947265625,True,True,48.243687803273296,94.64343042451466,99.9259807549963,100.0,84.00431051854767
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,10,0.025,0.00341796875,False,False,44.503176659264746,0.08022863722345587,0.07401924500370095,0.16666666666666669,0.0
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,20,0.0375,0.00830078125,False,False,47.62065136935603,0.0161019536019536,0.0,0.0,0.04830586080586081
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,30,0.0375,0.01708984375,False,False,49.73682046220907,0.350425207914243,0.0,0.0,1.051275623742729
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,40,0.075,0.04052734375,False,False,48.98788448885599,2.2838050636352887,0.0,0.0,6.851415190905866
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,50,0.075,0.04296875,False,False,50.02301278888066,4.336939328382406,0.0,0.0,13.010817985147218
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,60,0.0875,0.0673828125,False,False,49.360350357759685,7.864167892004681,0.22205773501110287,0.0,23.37044594100294
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,70,0.0875,0.07177734375,False,False,49.4961345505387,11.05613444309488,0.22205773501110287,0.0,32.94634559427354
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,80,0.0875,0.0693359375,False,False,49.245970063327576,13.04579818599214,0.44411547002220575,0.0,38.69327908795422
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,90,0.0875,0.0771484375,False,False,49.186903733859694,15.935542307693792,1.9985196150999258,0.7083333333333334,45.099773974648116
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,100,0.9625,0.86474609375,True,False,45.59483715766099,91.29310780000495,99.7039230199852,99.72916666666667,74.44623371336296
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,10,0.025,0.00341796875,False,False,45.08561045316227,0.07780712379157975,0.22205773501110287,0.0,0.011363636363636364
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,20,0.025,0.00927734375,False,False,48.643602475532525,0.08845382809198597,0.0,0.0,0.26536148427595796
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,30,0.0375,0.01904296875,False,False,49.33861748499054,0.19291002446111472,0.0,0.0,0.5787300733833441
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,40,0.0625,0.02685546875,False,False,49.54768587054857,1.3468560928377198,0.0,0.0,4.040568278513159
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,50,0.0625,0.02978515625,False,False,49.00838884776709,1.3846130253911766,0.0,0.0,4.15383907617353
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,60,0.0625,0.03759765625,False,False,48.084207171642404,3.1778372554692202,0.0,0.0,9.533511766407662
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,70,0.0875,0.06298828125,False,False,49.42579056665844,6.09878506888043,0.07401924500370095,0.0,18.222335961637587
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,80,0.0875,0.06298828125,False,False,49.48445081832387,7.723074680116275,0.22205773501110287,0.0,22.94716630533772
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,90,0.0875,0.08544921875,False,False,49.26696788387203,10.977925187804948,0.5921539600296076,0.0,32.341621603385235
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,100,0.0875,0.0615234375,False,False,49.1458076322066,11.032976293938674,0.9622501850481125,0.16666666666666669,31.97001203010125
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,10,0.025,0.005859375,False,False,44.5472129698166,0.1049017188913562,0.1480384900074019,0.16666666666666669,0.0
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,20,0.025,0.00830078125,False,False,47.421138662718974,0.04486607142857143,0.0,0.0,0.13459821428571428
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,30,0.05,0.017578125,False,False,47.98167509663624,0.0971421079157652,0.0,0.0,0.2914263237472956
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,40,0.0625,0.0234375,False,False,48.963046919976975,0.429481291789592,0.0,0.0,1.288443875368776
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,50,0.075,0.0498046875,False,False,49.11492515831894,0.8681102141466035,0.0,0.0,2.6043306424398107
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,60,0.0875,0.103515625,False,False,49.29948494942018,8.121160120185543,3.4048852701702446,1.3958333333333333,19.562761757053053
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,70,0.975,0.91943359375,True,False,49.58060901389917,88.84924280138678,100.0,99.5,67.04772840416034
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,80,0.975,0.93505859375,True,False,51.00993605559667,90.32501249062103,100.0,99.875,71.10003747186312
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,90,0.975,0.935546875,True,False,51.286408216136195,91.15345210185042,99.9259807549963,99.875,73.65937555055496
haotian_1p5b_gd2po_hard_s0_save10,1.5B,gd2po_hard,0,100,0.975,0.9267578125,True,False,51.32921601283,91.8160511609214,99.9259807549963,100.0,75.52217272776792
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,10,0.025,0.0146484375,False,True,44.993533596512876,1.3331415346395803,1.4063656550703183,2.0416666666666665,0.5513922821817558
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,20,0.925,0.7734375,True,True,47.623098116621435,77.95450579938662,99.25980754996299,99.20833333333333,35.39537651486355
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,30,0.9375,0.8515625,True,True,48.78690167776955,78.7624056116347,100.0,99.875,36.41221683490414
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,40,0.9625,0.90576171875,True,True,49.127179455547335,82.87858760823757,100.0,100.0,48.635762824712685
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,50,0.9625,0.923828125,True,True,49.952668805000414,88.8090305096956,99.9259807549963,99.875,66.62611077409049
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,60,0.975,0.93603515625,True,True,50.69098507278559,90.09374381070442,100.0,100.0,70.28123143211327
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,70,0.975,0.9267578125,True,True,50.709448762233734,92.27048393686653,100.0,100.0,76.81145181059956
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,80,0.975,0.95166015625,True,True,47.72228390492639,95.09081163756107,99.9259807549963,100.0,85.34645415768689
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,90,0.975,0.94873046875,True,True,49.75234394275845,95.95566101038352,99.9259807549963,100.0,87.94100227615426
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,100,0.975,0.95263671875,True,True,49.5685192038819,97.00476614075487,100.0,100.0,91.0142984222646
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,10,0.025,0.00634765625,False,False,44.77033473147463,0.009395424836601307,0.0,0.0,0.02818627450980392
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,20,0.0375,0.00732421875,False,False,47.05308310716342,0.28328441281227656,0.0,0.0,0.8498532384368297
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,30,0.0375,0.01806640625,False,False,48.501773377744875,0.41615442407657327,0.0,0.0,1.2484632722297198
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,40,0.0375,0.0205078125,False,False,48.59442079940784,0.8358826974513165,0.0,0.0,2.5076480923539495
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,50,0.0625,0.02099609375,False,False,48.46394645941278,1.1899926342736096,0.0,0.0,3.569977902820829
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,60,0.0625,0.02685546875,False,False,48.60594004441155,0.8754652506177953,0.0,0.0,2.626395751853386
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,70,0.0625,0.029296875,False,False,48.95209823998684,1.208400584374641,0.0,0.0,3.625201753123923
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,80,0.0625,0.02587890625,False,False,48.82031828275352,1.258973314854929,0.0,0.0,3.7769199445647867
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,90,0.0625,0.04443359375,False,False,48.52571140718809,1.6229791322837521,0.0,0.0,4.868937396851257
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,100,0.0625,0.02978515625,False,False,46.68592709104367,1.9916849262016048,0.0,0.0,5.9750547786048145
haotian_1p5b_dara_s0_save10,1.5B,dara,0,10,0.725,0.4140625,False,True,42.29877045809688,72.40143067391591,92.3019985196151,96.41666666666666,28.485626835465954
haotian_1p5b_dara_s0_save10,1.5B,dara,0,20,0.925,0.8603515625,True,True,47.43813224771774,78.19682656918575,99.85196150999259,99.75,34.98851819756463
haotian_1p5b_dara_s0_save10,1.5B,dara,0,30,0.975,0.923828125,True,True,49.03870075664117,87.46926700337092,99.7779422649889,100.0,62.62985874512385
haotian_1p5b_dara_s0_save10,1.5B,dara,0,40,0.975,0.93408203125,True,True,49.27922218110042,90.40760559305242,99.9259807549963,100.0,71.29683602416095
haotian_1p5b_dara_s0_save10,1.5B,dara,0,50,0.975,0.9462890625,True,True,50.06304486388683,94.51969100572539,99.9259807549963,100.0,83.63309226217986
haotian_1p5b_dara_s0_save10,1.5B,dara,0,60,0.975,0.921875,True,True,50.588288510568304,95.88030568475587,100.0,100.0,87.64091705426758
haotian_1p5b_dara_s0_save10,1.5B,dara,0,70,0.975,0.9404296875,True,True,51.2962928694794,95.19311806844466,100.0,100.0,85.57935420533398
haotian_1p5b_dara_s0_save10,1.5B,dara,0,80,0.975,0.94873046875,True,True,51.06639115058804,97.93668662329605,100.0,100.0,93.81005986988818
haotian_1p5b_dara_s0_save10,1.5B,dara,0,90,0.975,0.94140625,True,True,51.15372871946706,97.8473114771587,99.9259807549963,100.0,93.61595367647976
haotian_1p5b_dara_s0_save10,1.5B,dara,0,100,0.975,0.9375,True,True,51.0002158894646,96.87449256015778,99.9259807549963,100.0,90.69749692547704
haotian_1p5b_dara_s1_save10,1.5B,dara,1,10,0.8,0.51904296875,True,True,40.96152027304877,72.8943108899732,92.8941524796447,97.08333333333333,28.705446856941553
haotian_1p5b_dara_s1_save10,1.5B,dara,1,20,0.925,0.8798828125,True,True,47.47121987827947,78.04776525382258,100.0,99.875,34.26829576146771
haotian_1p5b_dara_s1_save10,1.5B,dara,1,30,0.9625,0.9248046875,True,True,48.57178838720289,87.59566777667345,100.0,99.875,62.91200333002034
haotian_1p5b_dara_s1_save10,1.5B,dara,1,40,0.975,0.94140625,True,True,49.6524231022288,94.48753401715848,100.0,100.0,83.46260205147544
haotian_1p5b_dara_s1_save10,1.5B,dara,1,50,0.975,0.93505859375,True,True,50.65299366724238,96.89017903918166,99.7779422649889,100.0,90.89259485255607
haotian_1p5b_dara_s1_save10,1.5B,dara,1,60,0.975,0.94140625,True,True,51.19212620281273,97.30518120642999,100.0,100.0,91.91554361928998
haotian_1p5b_dara_s1_save10,1.5B,dara,1,70,0.975,0.93212890625,True,True,51.68665186281767,98.42097495390728,100.0,100.0,95.26292486172181
haotian_1p5b_dara_s1_save10,1.5B,dara,1,80,0.975,0.93603515625,True,True,51.20748519615099,97.5557387344378,100.0,100.0,92.66721620331342
haotian_1p5b_dara_s1_save10,1.5B,dara,1,90,0.975,0.95361328125,True,True,51.66818817336952,98.00413275508615,100.0,100.0,94.01239826525845
haotian_1p5b_dara_s1_save10,1.5B,dara,1,100,0.975,0.9462890625,True,True,51.80470741837322,98.47768586821883,100.0,100.0,95.4330576046565
haotian_1p5b_dara_s2_save10,1.5B,dara,2,10,0.8125,0.462890625,True,True,41.32246689694876,74.12866037214074,95.26276831976314,97.58333333333333,29.539879463325768
haotian_1p5b_dara_s2_save10,1.5B,dara,2,20,0.9375,0.87109375,True,True,47.15104038161033,78.20285117046892,99.9259807549963,100.0,34.682572756410444
haotian_1p5b_dara_s2_save10,1.5B,dara,2,30,0.975,0.91259765625,True,True,48.17775413274118,83.56847836041159,99.9259807549963,100.0,50.77945432623846
haotian_1p5b_dara_s2_save10,1.5B,dara,2,40,0.975,0.93798828125,True,True,48.84025207665104,93.59519584069275,99.9259807549963,100.0,80.85960676708194
haotian_1p5b_dara_s2_save10,1.5B,dara,2,50,0.975,0.93115234375,True,True,50.27211324944485,90.47035870642156,99.9259807549963,99.875,71.61009536426839
haotian_1p5b_dara_s2_save10,1.5B,dara,2,60,0.975,0.935546875,True,True,51.053972366148535,94.98034134054267,99.9259807549963,100.0,85.01504326663168
haotian_1p5b_dara_s2_save10,1.5B,dara,2,70,0.975,0.92822265625,True,True,50.986897565589274,97.0600949475552,100.0,100.0,91.1802848426656
haotian_1p5b_dara_s2_save10,1.5B,dara,2,80,0.975,0.94287109375,True,True,51.061816350028785,96.29409052678986,100.0,100.0,88.88227158036956
haotian_1p5b_dara_s2_save10,1.5B,dara,2,90,0.975,0.9326171875,True,True,51.09743811168681,96.9995767894725,99.9259807549963,100.0,91.07274961342118
haotian_1p5b_dara_s2_save10,1.5B,dara,2,100,0.975,0.92724609375,True,True,51.153564232255945,97.37813100672037,99.85196150999259,100.0,92.28243151016852
haotian_3b_dvao_s0_save10,3B,dvao,0,10,0.725,0.61865234375,False,True,47.15545069495847,67.78162873694465,95.11472982975575,90.16666666666666,18.063489714411563
haotian_3b_dvao_s0_save10,3B,dvao,0,20,0.95,0.89453125,True,True,49.999074759437455,76.71611628166346,98.66765358993338,99.72916666666667,31.751528588390343
haotian_3b_dvao_s0_save10,3B,dvao,0,30,0.975,0.9296875,True,True,52.22995312114483,85.63554908089449,99.55588452997779,100.0,57.350762712705695
haotian_3b_dvao_s0_save10,3B,dvao,0,40,0.975,0.95166015625,True,True,53.80127374784111,91.2618252300496,99.7039230199852,99.66666666666667,74.41488600349693
haotian_3b_dvao_s0_save10,3B,dvao,0,50,0.975,0.95947265625,True,True,54.181583600625046,94.80327222595383,99.4078460399704,99.83333333333333,85.16863730455779
haotian_3b_dvao_s0_save10,3B,dvao,0,60,0.975,0.96923828125,True,True,53.7551967678263,95.9663026585636,99.3338267949667,99.41666666666666,89.14841451405748
haotian_3b_dvao_s0_save10,3B,dvao,0,70,0.975,0.9580078125,True,True,53.363367670038656,96.91146905792544,100.0,100.0,90.73440717377635
haotian_3b_dvao_s0_save10,3B,dvao,0,80,0.9875,0.97216796875,True,True,52.98526297392877,97.14456686129135,100.0,100.0,91.43370058387403
haotian_3b_dvao_s0_save10,3B,dvao,0,90,0.9875,0.97021484375,True,True,53.30176720947446,98.15402397347184,99.85196150999259,100.0,94.6101104104229
haotian_3b_dvao_s0_save10,3B,dvao,0,100,1.0,0.9697265625,True,True,54.00062196726705,97.43884050297028,99.85196150999259,99.97916666666666,92.48539333225158
haotian_3b_dvao_s1_save10,3B,dvao,1,10,0.7375,0.54345703125,False,True,47.19090796940538,68.489074720569,95.04071058475203,90.5,19.926513576954935
haotian_3b_dvao_s1_save10,3B,dvao,1,20,0.95,0.9140625,True,True,50.76720947446336,78.45726180412146,99.7779422649889,99.75,35.843843147375466
haotian_3b_dvao_s1_save10,3B,dvao,1,30,0.975,0.92041015625,True,True,52.18828645447816,86.990396300794,100.0,100.0,60.971188902382
haotian_3b_dvao_s1_save10,3B,dvao,1,40,0.975,0.9423828125,True,True,52.634201003371984,87.49708800160043,99.9259807549963,98.91666666666666,63.64861658313833
