run_id,model_size,method,seed,step,live_accuracy,live_format,non_live_accuracy,non_live_format,multi_turn_accuracy,multi_turn_format,average_accuracy,average_format,source,validation_format_step100,training_format_step100,retained,exclusion_reason
3b-gdpo-s5,3B,gdpo,5,100,68.9119170984456,99.7779422649889,81.70833333333334,100.0,9.0,90.67923859478529,53.20675014392631,96.8190602865914,reference/per_model.csv,1.0,0.97509765625,True,
3b-dara-s0,3B,dara,0,100,69.80014803849001,100.0,82.27083333333334,100.0,8.25,91.63797740644493,53.44032712394111,97.21265913548164,reference/per_model.csv,1.0,0.9697265625,True,
3b-dara-s1,3B,dara,1,100,71.05847520355293,99.9259807549963,83.08333333333333,100.0,8.125,94.67431577817607,54.088936178962086,98.2000988443908,reference/per_model.csv,1.0,0.97314453125,True,
3b-dara-s2,3B,dara,2,100,70.76239822353811,100.0,83.75,100.0,10.25,89.04155320464082,54.92079940784605,96.34718440154694,reference/per_model.csv,1.0,0.9638671875,True,
3b-dara-s4,3B,dara,4,100,71.35455218356773,100.0,82.20833333333333,100.0,9.875,91.12536348829808,54.479295172300354,97.04178782943269,reference/per_model.csv,0.975,0.97705078125,True,
3b-dara-s5,3B,dara,5,100,68.9859363434493,99.9259807549963,83.9375,100.0,8.5,91.9697028275742,53.8078121144831,97.29856119419017,reference/per_model.csv,0.975,0.9775390625,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,100,59.65951147298297,99.7039230199852,73.125,99.72916666666667,4.0,74.44623371336296,45.59483715766099,91.29310780000495,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,100,66.24722427831237,100.0,78.45833333333334,100.0,4.0,91.0142984222646,49.5685192038819,97.00476614075487,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_3b_dvao_s1_save10,3B,dvao,1,100,70.31828275351592,100.0,82.45833333333333,100.0,9.75,89.56832636354248,54.175538695616424,96.52277545451416,rental_3b_20260920/evaluation/checkpoint_per_model.csv,0.975,0.96044921875,True,
haotian_3b_gd2po_hard_s1_save10,3B,gd2po_hard,1,100,70.09622501850481,99.7779422649889,84.41666666666667,100.0,8.249999999999998,92.35984671664224,54.25429722839049,97.37926299387705,rental_3b_20260920/evaluation/checkpoint_per_model.csv,0.975,0.96044921875,True,
haotian_3b_dvao_s2_save10,3B,dvao,2,100,70.31828275351592,99.85196150999259,83.22916666666667,100.0,9.875,91.59036305819555,54.474149806727524,97.14744152272938,rental_3b_20260920/evaluation/checkpoint_per_model.csv,0.975,0.95751953125,True,
haotian_3b_gd2po_hard_s2_save10,3B,gd2po_hard,2,100,70.61435973353072,99.7039230199852,83.22916666666667,100.0,10.500000000000002,88.46815529819419,54.781175466732456,96.05735943939312,rental_3b_20260920/evaluation/checkpoint_per_model.csv,0.9875,0.96435546875,True,
haotian_3b_dvao_s0_save10,3B,dvao,0,100,69.35603256846781,99.85196150999259,83.39583333333334,99.97916666666666,9.25,92.48539333225158,54.00062196726705,97.43884050297028,inputs/local_3b_seed0_evaluation.csv,1.0,0.9697265625,True,
haotian_3b_gd2po_hard_s0_save10,3B,gd2po_hard,0,100,67.65358993338268,99.7039230199852,81.6875,100.0,8.625,92.99818608030381,52.65536331112756,97.56736970009634,inputs/local_3b_seed0_evaluation.csv,0.9875,0.96875,True,
