model_size,method,step,completed_seeds,expected_seeds,seeds,live_accuracy_mean,live_accuracy_sd,live_format_mean,live_format_sd,non_live_accuracy_mean,non_live_accuracy_sd,non_live_format_mean,non_live_format_sd,multi_turn_accuracy_mean,multi_turn_accuracy_sd,multi_turn_format_mean,multi_turn_format_sd,average_accuracy_mean,average_accuracy_sd,average_format_mean,average_format_sd
1.5b,grpo,40,3,3,"0,2,5",63.31112755983222,1.5602676292881714,99.753269183321,0.2379385828026893,75.85416666666667,1.0625,99.36111111111111,0.6374909222302145,2.25,0.33071891388307406,29.093511514022627,4.480972314623309,47.138431408832965,0.7419896545846,76.0692972694849,1.2177310376788362
1.5b,grpo,50,3,3,"0,2,5",64.05132000986923,1.252508279940491,99.6299037749815,0.12820509308430045,77.29166666666667,0.37034143405482073,99.61805555555556,0.23416271250121748,2.625,0.5448623679425844,25.313713418265703,4.561187390869255,47.989328892178634,0.6920052981981853,74.85389091626759,1.4634931888585518
1.5b,grpo,60,3,3,"0,2,5",63.26178139649643,0.21367515514049532,99.7779422649889,0.12820509308429226,77.38888888888889,0.746616596783514,99.88194444444444,0.09394270318380311,2.375,0.21650635094610993,24.476180713871393,0.9982576598101377,47.67522342846177,0.16173129134865136,74.7120224744349,0.2750314517786296
1.5b,grpo,70,3,3,"0,2,5",64.02664692820133,0.6410254654214983,99.9013076733284,0.04273503102810562,77.375,1.0288798520721456,99.875,0.125,3.166666666666667,0.47324236215002297,26.068442350357255,1.901056656220762,48.189437864956,0.356882215975439,75.28158334122855,0.6877833125091132
1.5b,grpo,80,3,3,"0,2,5",65.06291635825315,0.4502414900294774,99.9013076733284,0.04273503102810562,77.54166666666667,0.311108010897248,99.90277777777779,0.10485881160098044,3.2916666666666665,0.2602082499332664,29.713423710926396,5.833626304364191,48.63208323052883,0.14090290960303192,76.50583638734419,1.9001459965296468
1.5b,grpo,90,3,3,"0,2,5",63.73056994818653,1.8593422186647615,99.82728842832469,0.08547006205620304,78.25,0.910728874766441,99.95833333333333,0.07216878364870322,2.9166666666666665,0.5636562191028616,33.022997117348524,3.851433445965063,48.29907887161773,0.9656942955018426,77.60287295966886,1.3257633080627915
1.5b,grpo,100,3,3,"0,2,5",64.15001233654084,0.4076662137147343,99.85196150999259,0.07401924500370427,78.25,0.6137883276106672,100.0,0.0,2.416666666666667,0.590726953281576,39.956720513841475,10.14162117914891,48.2722263344025,0.07955478064707648,79.93622734127803,3.3577535382459827
1.5b,gdpo,10,3,3,"0,1,5",57.48828028620775,3.8931120708240488,0.8882309400444116,0.7727836053967839,76.57638888888889,1.7392194396508054,1.5,1.299038105676658,1.7083333333333333,0.4732423621500228,0.4064847350934812,0.3706797452869276,45.25766750280999,2.0086246231982545,0.9315718917126309,0.806886901848331
1.5b,gdpo,20,3,3,"0,1,5",63.97730076486553,0.5354684040022392,36.34344929681718,55.00884999438357,78.20833333333333,1.2708333333333357,36.826388888888886,54.048004372227936,2.6666666666666665,0.7534642216677135,12.3069945229765,17.415897036025086,48.28410025495518,0.3446415658689004,28.49227756956085,42.15167219882716
1.5b,gdpo,30,3,3,"0,1,5",64.44608931655564,0.11306626437098245,66.56797433999506,57.649746930860026,78.36805555555556,1.1281463204613005,66.61111111111111,57.68697458731076,2.125,0.4330127018922193,24.19439309645564,20.582098260451183,48.31304829070373,0.42479356979563715,52.457826182520606,45.30395693539621
1.5b,gdpo,40,3,3,"0,1,5",65.28497409326425,1.0283082153552825,66.59264742166296,57.6709362476594,79.00694444444444,1.3860561389678108,66.625,57.698976377402055,2.2916666666666665,0.5051814855409227,32.5208835169724,28.763403781771448,48.86119506812512,0.9673950388588259,55.24617697954512,47.42047731536012
1.5b,gdpo,50,3,3,"0,1,5",66.96274364668147,1.6655700796188158,66.64199358499877,57.71367126989428,79.79166666666667,0.36857929193654615,66.66666666666667,57.735026918962575,2.4583333333333335,0.7938566201357354,40.85037452766227,32.161649909634114,49.73758121556049,0.6715434724707585,58.05301159310923,49.090233908051516
1.5b,gdpo,60,3,3,"0,1,5",67.70293609671849,0.913570618385077,66.66666666666667,57.6709362476594,80.09722222222223,0.5329154178597133,66.66666666666667,57.735026918962575,3.0833333333333335,0.7534642216677134,47.513272208426145,31.351186960005382,50.29449721742468,0.48313824703230906,60.28220184725316,48.30915289961276
1.5b,gdpo,70,3,3,"0,1,5",67.57957068837898,1.284185904729642,66.66666666666667,57.6709362476594,79.89583333333333,0.13010412496663898,66.625,57.698976377402055,3.7083333333333335,1.6121285101794258,58.12277445921673,35.30719926234753,50.394579118348545,0.9745652005033771,63.8048137086278,49.28848130518883
1.5b,gdpo,80,3,3,"0,1,5",67.77695534172219,1.1330829018707156,66.64199358499877,57.71367126989428,80.18055555555556,0.8854370912676904,66.625,57.698976377402055,3.833333333333333,0.5907269532815761,64.32042359250173,32.429898866915295,50.596948076870355,0.25536067919853694,65.86247239250017,49.00691810003832
1.5b,gdpo,90,3,3,"0,1,5",68.2704169750802,1.2259815690900426,66.69133974833457,57.69229188793447,80.56944444444444,0.4209845712841048,66.66666666666667,57.735026918962575,4.291666666666667,1.4049762750072805,71.28232209565576,22.6197458404689,51.043842695397096,0.8654808295853272,68.21344283688566,45.7914649810586
1.5b,gdpo,100,3,3,"0,1,5",67.77695534172219,1.38938151742424,66.93807056501358,57.20085100394283,80.44444444444444,0.8347210667398159,66.70833333333333,57.662858135313876,4.125,1.4737282653189494,80.25327933081118,15.76376376216482,50.78213326205554,0.6492256777676103,71.29989440971936,43.53552908330009
1.5b,dara,10,3,3,"0,1,2",50.77720207253886,1.5115157554894258,93.48630643967431,1.5666921161004266,71.97222222222221,0.8221471437193734,97.02777777777777,0.5853140973807102,1.8333333333333333,0.3145764348029479,28.91031771857776,0.5561845047266256,41.52758587603147,0.691819962878893,73.14146731200995,0.8897445309317547
1.5b,dara,20,3,3,"0,1,2",63.261781396496424,0.18627768160056588,99.9259807549963,0.07401924500370427,77.34027777777777,0.6916959498486647,99.875,0.125,1.4583333333333333,0.19094065395649334,34.64646223848093,0.361466549618631,47.35346416920251,0.1760830490462427,78.14914766449242,0.08785140209510593
1.5b,dara,30,3,3,"0,1,2",65.03824327658525,0.5251368530420135,99.9013076733284,0.11306626437098245,77.91666666666667,0.3958333333333241,99.95833333333333,0.07216878364870322,2.833333333333333,0.7107800878846656,58.77377213379422,6.9247194382046215,48.59608109219508,0.43098709254231315,86.21113771348531,2.2894826121121596
1.5b,dara,40,3,3,"0,1,2",66.27189735998027,0.6996026093638144,99.9506538366642,0.04273503102809742,78.54166666666667,0.1987373336285261,100.0,0.0,2.9583333333333335,0.5204164998665332,78.53968161423944,6.406091264876992,49.25729911999342,0.4065291000079012,92.83011181696789,2.1448704294144227
1.5b,dara,50,3,3,"0,1,2",67.03676289168517,0.7302565303206832,99.8766345916605,0.08547006205620304,79.65972222222221,0.23230178727330275,99.95833333333333,0.07216878364870322,4.291666666666667,0.07216878364870322,82.04526082633477,9.73881939099638,50.32938392685802,0.2991151041216123,93.96007625044287,3.2462901567754883
1.5b,dara,60,3,3,"0,1,2",68.36910930175179,0.8153324274294703,99.9753269183321,0.04273503102809742,79.84027777777777,0.21883265634151022,100.0,0.0,4.625,0.125,88.19050131339641,3.482923832453269,50.94479569317652,0.31637738396525233,96.05527607724284,1.1722546989413332
1.5b,dara,70,3,3,"0,1,2",68.83789785344189,0.195836514512551,100.0,0.0,79.88194444444444,0.43915032649340197,100.0,0.0,5.25,0.45069390943299864,90.67418796990714,4.861582633029678,51.32328076596212,0.35065692498483836,96.89139598996904,1.620527544343228
1.5b,dara,80,3,3,"0,1,2",68.6898593634345,0.3391987931129381,100.0,0.0,79.97916666666667,0.5428672591998124,100.0,0.0,4.666666666666667,0.4389855730355308,91.78651588452372,2.579243909601496,51.111897565589274,0.08281291286594142,97.2621719615079,0.8597479698671591
1.5b,dara,90,3,3,"0,1,2",68.2457438934123,0.5181347150259096,99.9506538366642,0.04273503102809742,80.79861111111111,0.3646329331340324,100.0,0.0,4.875,0.57282196186948,92.90036718505313,1.595127446035702,51.30645166817447,0.3145347874625593,97.61700700723911,0.5404287961065705
1.5b,dara,100,3,3,"0,1,2",68.54182087342708,0.6058736322629481,99.9259807549963,0.07401924500370427,80.58333333333333,0.9342536385324489,100.0,0.0,4.833333333333333,0.14433756729740643,92.80432868010068,2.4105323537623495,51.31949584669792,0.42714357132575786,97.576769811699,0.8198476851741646
